cliente_id,tipo_documento,numero_documento,nombres,apellido_paterno,apellido_materno,fecha_nacimiento,edad,genero,estado_civil,nivel_educacion,ocupacion,sector_economico,ciudad_residencia,departamento_residencia,region_residencia,ingresos_mensuales,egresos_mensuales,patrimonio_estimado,score_crediticio,segmento_cliente,canal_captacion,antiguedad_cliente_meses,fecha_registro,sucursal_id,estado_cliente
1017,CE,22234998,José,Álvarez,Castro,1977-12-04,47,M,Soltero,Universitario,Empleado Privado,Manufactura,La Esperanza,La Libertad,Norte,5379.18,3760.92,251871.96,425,Regular,Referido,45,2021/03/27,9,Bloqueado
1018,DNI,44614409,Cecilia,Huanca,Jiménez,27-02-1991,33,F,Soltero,Técnico,Independiente,Transporte,Pisco,Ica,Sur,1775.59,728.01,94000.98,429,Regular,Agencia,19,2020/01/02,20,Activo
1019,DNI,26319956,David,Castro,Ramos,1962/11/06,62,M,Conviviente,Universitario,Empresario,Transporte,Huancayo,Junín,Centro,3950.13,1977.46,42394.45,507,Regular,Digital,99,2016/11/06,18,Activo
1020,DNI,25513444,Héctor  ,Romero,Medina,1980/08/30,44,M,Conviviente,Técnico,Empresario,Construcción,Arequipa,Arequipa,Sur,2830.58,1346.12,29265.43,489,Regular,Agencia,141,23/05/2013,7,Inactivo
1021,DNI,15749325,Carlos,Ramos,Mamani,1979/09/11,45,M,Soltero,Técnico,Pensionista,Finanzas,La Esperanza,La Libertad,Norte,938.06,376.31,52632.55,484,Regular,Digital,97,2016-12-20,9,Activo
1022,DNI,66183085,Valeria,Reyes, González ,1989-11-02,35,F,Casado,Secundaria,Empresario,Tecnología,Víctor Larco Herrera,La Libertad,Norte,2189.26,837.58,19103.76,514,Regular,Digital,74,2018-11-26,11,Activo
1023,DNI,7818710,Óscar,Pérez,Vargas,1961-11-30,63,M,Casado,Técnico,Pensionista,Tecnología,Huancayo,Junín,Centro,1223.52,562.89,37345.47,524,Regular,Agencia,106,2016/04/12,18,Activo
1024,DNI,15423060,César,López,Álvarez,1974/02/19,50,M,Soltero,Secundaria,Empleado Público,Construcción,Piura,Piura,Norte,1346.95,872.98,20776.66,611,Regular,Campaña Institucional,149,14-09-2012,14,Activo
1025,DNI,66701514,Rodrigo,Castillo,Rodríguez,1980/02/01,44,M,Soltero,Universitario,Empleado Privado,Construcción,Los Olivos,Lima,Lima y Callao,6538.44,4223.19,109495.22,458,Regular,,75,2018-10-09,4,Bloqueado
1026,DNI,92220562,Ricardo,Reyes,Apaza,1961/11/05,63,M,Casado,Secundaria,Empleado Privado,Otro,Santiago de Surco,Lima,Lima y Callao,4864.42,3176.09,109203.89,550,REGULAR,Referido,82,2018/03/31,2,Activo
1027,DNI,86132394,Rosa,Reyes,Ortiz,1980/04/13,44,F,Casado,Universitario,Empleado Privado,Otro,Yanahuara,Arequipa,Sur,2553.61,1153.11,33844.26,557,Regular,Agencia,165,2011-06-08,8,Activo
1028,DNI,34209536,Alejandro,Rojas,Ramos,1981-08-12,43,M,Divorciado,Universitario,Independiente,Salud,La Esperanza,La Libertad,Norte,850.0,439.47,7019.96,424,Regular,Digital,150,2012-08-20,9,Inactivo
1029,DNI,15266559,Héctor,Laime,Choque,18/02/1985,39,M,Conviviente,Técnico,Independiente,Educación,Yanahuara,Arequipa,Sur,2831.32,1236.58,92127.42,481,Regular,Campaña Institucional,92,30-05-2017,8,Activo
1030,DNI,95247466,Rodrigo,Condori, LóPeZ,1968/03/03,56,M,Casado,Universitario,Empresario,Transporte,Cusco,Cusco,Sur,1967.72,1009.98,26508.68,535,Regular,Agencia,95,2017/03/06,16,Activo
1031,CE,241571276,CecIliA,Ramírez,Laime,29/03/2004,20,F,Conviviente,Universitario,Empresario,Tecnología,Tarapoto,San Martín,Oriente,7540.12,4669.9,120739.87,479,PREMIUM,Telemarketing,100,2016/09/29,23,Activo
1032,DNI,68249793,Héctor,Chávez,ÁlvAreZ,1977-04-07,47,M,Casado,Universitario,Empleado Privado,Tecnología,El Tambo,Junín,Centro,1919.32,1189.42,39941.53,564,Regular,Referido,7,14/04/2021,19,Activo
1033,DNI,7372607,Ricardo,Condori,Pérez,24-11-1970,54,M,Casado,Universitario,,Comercio,Tarapoto,San Martín,Oriente,2907.12,1831.82,122391.18,519,Regular,Telemarketing,119,2015-03-22,23,Activo
1034,Pasaporte,463947625,Paola,Choque,Rodríguez,1976/04/03,48,F,Casado,Universitario ,Empresario,Finanzas,Arequipa,Arequipa  ,Sur,3923.76,1976.44,87519.94,566,Regular,Campaña Institucional,31,2022/06/11,7,Activo
1035,DNI,40369481,Enrique,Chávez,Jiménez,1963/06/23,61,M,Conviviente,Secundaria,Empleado Privado,Otro,Cajamarca,Cajamarca,Norte,5565.11,3567.8,217529.53,481,Regular,Digital,150,2012/08/09,24,Inactivo
1036,DNI,39101612,Fabiola,Quispe,Pérez,1978-03-01,46,F,Casado,Universitario,Empleado Público,Comercio,Iquitos,Loreto,Oriente,1296.06,902.92,12092.1,543,Regular,Agencia,141,26-05-2013,22,Activo
1037,DNI,73481409,Víctor,Gutiérrez,Martínez,1977/12/02,47,M,Casado,Universitario,Empleado Privado,Servicios,Arequipa,Arequipa,Sur,1160.68,527.09,67954.64,428,regular,Referido,122,2014-11-25,7,Inactivo
1038,DNI,91004202,Paola,Reyes,Martínez,1986/12/04,38,F,Casado,Universitario,Estudiante,Educación,Chiclayo,Lambayeque,Norte,850.0,570.17,10828.43,412,Regular,Telemarketing,3,2020/10/22,13,Inactivo
1039,DNI,54842035,Iván,Martínez,González,1978-03-01,46,M,Soltero,Técnico,Independiente,Salud,Arequipa,Arequipa,Sur,2865.14,1314.71,44431.82,484,Regular,Digital,67,15-06-2019,7,Activo
1040,DNI,71321940,Óscar,Sánchez,Reyes,1992-04-05,32,M,Conviviente,Técnico,Empleado Público,Salud,Los Olivos,Lima,Lima y Callao,2966.65,1203.12,145171.92,584,Regular,Referido,180,20/02/2010,4,Activo
1041,DNI,71936785,Isabel,Choque,Pérez,14/08/1988,36,F,Casado,Técnico,Empleado Privado,Educación,Chimbote,Ancash,Centro,2001.97,845.64,71566.66,505,Regular,Agencia,77,2018-08-25,21,Activo
1042,DNI,21540131,Carmen,Martínez,Huanca,1987-08-09,37,F,Conviviente,Técnico,Independiente,Comercio,Los Olivos,Lima,Lima y Callao,2035.09,845.75,120610.46,520,Regular,Digital,148,26-10-2012,4,Activo
1043,DNI,41025471,Lucía,Medina,González,2004/06/11,20,F,Conviviente,Técnico,Empleado Público,Tecnología,VÍCTOR LARCO HERRERA,La Libertad,Norte,2979.43,1908.41,76067.91,479,Regular,Digital,45,2019-12-14,11,Activo
1044,DNI,95675635,Daniela,Castro,Medina,1987/03/07,37,F,Casado,Universitario,Empleado Privado,Construcción,Yanahuara,Arequipa,Sur,2620.86,1474.15,150388.05,478,Regular,Telemarketing,15,19-11-2020,8,Activo
1045,DNI,7001441,Carmen,Quispe,Flores,21-06-2003,21,F,Viudo,Secundaria,Empleado Público,Educación,Chiclayo,Lambayeque,Norte,3226.62,2011.26,86487.99,480,Regular,Digital,7,2021/06/17,12,Inactivo
1046,Pasaporte,668904172,Roberto,Ortiz,Martínez,19/01/1977,47,M,Casado,Secundaria,Empleado Público,Educación,San Juan de Lurigancho,Lima,Lima y Callao,3204.42,2015.48,42732.82,460,Regular,Agencia,1,2024/04/16,1,Activo
1047,DNI,75283599,David,Rivera, ramírez,1967/09/17,59,M,CASADO,secundaria ,Empleado Privado,Agricultura,Lima,Lima,Lima y Callao,2585.95,-1105.2,44218.3,542,Regular,Agencia,73,2019-01-02,5,Activo
1048,DNI,53572289,AlEjAnDrA,Torres,Cruz,2004/06/29,20,F,Soltero,Universitario ,Empresario,Educación,Yanahuara,Arequipa,Sur,4503.95,1858.19,63073.24,445,Regular,Agencia,89,2017-08-19,8,Activo
1049,DNI,4194534,Daniela,Huanca,Choque,23-12-1977,47,F,Soltero,Técnico,Independiente,Construcción,Lima,Lima,Lima y Callao,3363.37,1777.86,68928.01,458,Regular,Referido,139,2013-08-01,5,Activo
1050,DNI,18893063, ÁNGELA ,Ortiz,Chávez,1991-05-14,33,F,Divorciado,Técnico,Independiente,Tecnología,Chimbote, Ancash,Centro,2011.04,1278.94,46188.61,424,Regular,Digital,33,2022-03-30,21,Inactivo
1051,CE,743699055,Claudia,Quispe,ChOqUe,20/03/1972,52,F,Casado,Postgrado,Independiente,Salud,Iquitos,Loreto,Oriente,1937.33,1150.08,25305.48,341,Regular,Referido,159,17-11-2011,22,Activo
1052,DNI,45289860,Carlos,Cusi,Gutiérrez,1987/10/07,37,M,Casado,Universitario,Independiente,Educación,Pisco,Ica,Sur,1084.52,667.74,55716.14,387,Regular,Agencia,111,2015-11-01,20,Activo
1053,DNI,14980253,Eduardo,Herrera,Romero,1997-12-16,27,M,Casado,Universitario,Empleado Privado,Manufactura,Miraflores,Lima,Lima y Callao,2666.61,1284.96,82921.67,538,Regular,Digital,58,2020-03-14,3,Activo
1054,DNI,8423242,Ángela,Rojas,Chávez,28-08-1979,45,F,Soltero,Universitario,Empleado Privado,Comercio,Cayma,Arequipa,Sur,2151.05,1350.08,73012.34,516,Regular,Agencia,83,2018-02-11,6,Activo
1055,DNI,90627960,Miguel,Castillo,Castillo,1988-09-05,36,M,Soltero,Secundaria,Pensionista,Salud,Huancayo,Junín,Centro,850.0,431.34,11574.15,412,Regular,Agencia,87,29-10-2017,18,Bloqueado
1056,DNI,28630402,Héctor,Flores,Castillo,26/01/2004,20,M,Casado,Técnico,Independiente,Finanzas,Miraflores,Lima,Lima y Callao,1479.15,731.92,83435.46,461,Regular,Digital,83,16/02/2018,3,Activo
1057,DNI,92669370,Marco,Rivera,Ramírez,1984-11-04,40,M,casado ,Postgrado,Empleado Privado,Transporte,Cayma,Arequipa,Sur,2278.42,929.24,73202.35,432,Regular,Referido,31,2022-06-04,6,Bloqueado
1058,DNI,19019333,Ricardo,Rivera,Condori,21-12-1975,49,M,Casado,Técnico,Empleado Privado,Finanzas,San Juan de Lurigancho,Lima,Lima y Callao,1552.46,977.55,78723.43,539,Regular,Digital,48,2020/05/27,1,Activo
1059,DNI,47185594,Rodrigo,Rodríguez,Gómez,1995-01-11,29,M,Soltero,Técnico,Independiente,Finanzas,Lima,Lima,Lima y Callao,1241.54,607.5,16352.82,385,Regular,Referido,48,2020/04/27,5,Activo
1060,DNI,56474370,David,Reyes,Ramírez,1989-09-12,35,M,Divorciado,Secundaria,Empleado Privado,Agricultura,SuLlAnA  ,Piura,Norte,4392.51,2210.41,178473.3,509,Regular,Telemarketing,137,2013/09/06,15,Activo
1061,DNI,27612092,Diana,Sánchez,Pérez,1971/02/05,53,F,Casado,,Empleado Público,Otro,Tarapoto,San Martín,Oriente,2816.89,1520.18,164501.35,464,Regular,Agencia,110,2015/12/09,23,Activo
1062,CE,67635322,Luis,López,Flores,1986-11-04,38,M,Soltero,Técnico,Empleado Privado,Tecnología,Chimbote,Ancash,Centro,1869.86,1114.54,52956.61,553,Regular,Agencia,141,2013/05/12,21,Activo
1063,DNI,94300037,Mónica,Apaza,Chávez,1997/02/10,27,F,Viudo,Universitario,Empleado Público,Manufactura,Miraflores,Lima,Lima y Callao,2674.02,1370.45,148151.33,534,Regular,Digital,22,2023/03/03,3,Activo
1064,DNI,93278417,Patricia,Morales,González,1961-10-02,63,F,Casado,Técnico,Empleado Privado,Otro,Chimbote,Ancash,Centro,2689.96,1398.65,105367.85,554,Regular,Digital,129,2014/05/01,21,Activo
1065,DNI,66426735,Andrés,Reyes,APAZA,1955-11-08,69,M,Soltero,Secundaria,Empleado Privado,Construcción,San juAn De LurIgaNchO ,Lima,Lima y Callao,2519.38,1036.66,56154.78,430,Regular,Campaña Institucional,100,19/09/2016,1,Activo
1066,DNI,84962249,Ricardo,Huanca,Herrera,2004-01-27,20,M,Soltero,Técnico,Empleado Público,Servicios,Cusco,Cusco,Sur,2338.47,1584.81,65633.72,371,Regular,Agencia,106,2016/04/09,16,Activo
1067,DNI,62767293,Carlos,Álvarez,  Ramírez,1987-03-26,37,M,Divorciado,Universitario,Empleado Público,Finanzas,Los Olivos,Lima,Lima y Callao,2418.25,1215.38,136142.84,510,Regular,Digital,37,21/11/2021,4,Activo
1068,DNI,23477804,Eduardo,Ramírez,González,1977/11/06,47,M,Conviviente,Postgrado,Independiente,Finanzas,Iquitos,Loreto,Oriente,2827.84,1347.1,150359.59,566,Regular,Digital,96,14/01/2017,22,Inactivo
1069,DNI,23372094,Alejandro,Chávez,López,1994-05-19,30,M,Soltero,Universitario,Empleado Privado,Educación,Lima,Lima,Lima y Callao,,837.37,73408.51,426,Regular,Digital,24,2023-01-02,5,Activo
1070,DNI,12200848,Pablo,Díaz,Álvarez,25/02/1973,51,M,Conviviente,Secundaria,Empleado Privado,Agricultura,Wanchaq,Cusco,Sur,4772.59,2028.35,252328.76,530,Regular,Referido,110,13/12/2015,17,Inactivo
1071,DNI,71360549,Fernando,Castro,Romero,1968/02/04,56,M,Conviviente,Universitario,Independiente,Finanzas,Cayma,Arequipa,Sur,1130.78,438.0,55497.72,597,Regular,,177,2010/06/01,6,Activo
1072,DNI,35001154,José,Gutiérrez,Laime,20/12/1964,60,MASCULINO,Casado,Técnico,Empleado Privado,Tecnología,Chiclayo,Lambayeque,Norte,4675.69,2057.75,100997.94,617,Regular,Referido,24,22-01-2020,12,Inactivo
1073,DNI,10404315,RoCíO,López,Reyes,13/04/2002,22,F,Casado,Universitario,Independiente,Transporte,Cajamarca,CaJaMaRcA  ,Norte,1370.69,773.98,64945.03,415,Regular,Agencia,10,27-03-2021,24,Activo
1074,DNI,90168564, Alejandro ,Sánchez, Gutiérrez,1974-04-25,50,M,Casado,Técnico,Independiente,Salud,Chiclayo,Lambayeque,Norte,1185.87,631.76,37734.66,539,Regular,Digital,130,27-04-2014,12,Activo
1075,DNI,37161158,Elena,Martínez,Flores,1966-05-24,58,F,Conviviente,Técnico,Independiente,Tecnología,Pisco,Ica,Sur,4253.68,2510.77,123567.36,531,Regular,Campaña Institucional,135,2013/11/07,20,Activo
1076,DNI,5058353,Paola,MEDINA,Romero,1994/07/10,30,FEMENINO,Soltero,Universitario,Independiente,Servicios,Arequipa,Arequipa ,Sur,1171.9,712.63,21682.68,536,regular ,Digital,41,2021/03/15,7,Activo
1077,DNI,24266217,Jorge,Cusi,Herrera,1973/09/09,51,M,Conviviente,Universitario,Empleado Público,Transporte,Chimbote,Ancash,Centro,2219.06,1013.25,46307.76,497,Regular,Digital,152,2012/06/13,21,Activo
1078,DNI,53272766,Eduardo,Castro,Castro,2004/03/31,20,M,Casado,Universitario,Empleado Público,Manufactura,Arequipa,Arequipa,Sur,1145.76,754.0,9422.3,577,Regular,Agencia,2,2020-04-11,7,Activo
1079,DNI,87308972,Manuel,López,Rivera,28-07-1998,26,M,Conviviente,Universitario,Empleado Privado,Otro,Piura,Piura,Norte,2751.82,1501.71,157008.3,519,Regular,Digital,28,2022-09-06,14,Activo
1080,DNI,42527863,Diana,Rivera,Mamani,1998/05/09,26,F,Soltero,Universitario,Empleado Público,Comercio,Los Olivos,Lima,Lima y Callao,1996.52,1346.36,114613.37,534,Regular,,31,2020/05/29,4,Activo
1081,DNI,77196199,Jorge,Gutiérrez,Flores,1982-10-04,42,M,Casado,Secundaria,Empleado Privado,Transporte,Santiago de Surco,Lima,Lima y Callao,11952.43,5652.13,230245.99,415,Regular,Referido,90,2017/07/18,2,Activo
1082,DNI,40095224,Mónica,Quispe,Álvarez,1970-08-16,54,F,Conviviente,Postgrado,Empleado Privado,Educación,Wanchaq,Cusco,Sur,2850.07,1638.81,123765.98,549,Regular,Referido,61,2019-12-22,17,Activo
1083,DNI,5473601,Elena,Díaz,Gómez,1977-08-11,47,F,Casado,Universitario,Empresario,Finanzas,Yanahuara,Arequipa,Sur,3834.42,2168.08,182259.3,530,Regular,Agencia,160,2011-10-19,8,Inactivo
1084,DNI,65893475,Manuel,Sánchez,Martínez,2004-12-01,20,M,Casado,Universitario,Empleado Público,Manufactura,San Juan de Lurigancho,Lima,Lima y Callao,2238.29,1444.18,35527.0,490,Regular,Agencia,8,2022-09-12,1,Activo
1085,DNI,86643203,Fernando,Jiménez,Huanca,1975/11/29,49,M,Soltero,Postgrado,,Salud,Miraflores,Lima,Lima y Callao,5150.47,2134.84,193985.56,524,Regular,,65,18-08-2019,3,Activo
1086,DNI,24000208,David,Flores,Apaza,31-10-1981,43,M,Casado ,Secundaria,Empleado Privado,Agricultura,El Tambo,Junín,Centro,1847.34,1020.46,40126.48,449,Regular,Referido,43,2021-05-28,19,Activo
1087,DNI,33563693,Luis,Rodríguez,Choque,1968/07/25,56,M,Viudo,Secundaria,Empleado Privado,Comercio,Chimbote,Ancash,Centro,6460.49,4158.28,218147.35,503,Premium,Agencia,52,31-08-2020,21,Activo
1088,DNI,35415892,Víctor,Morales,González,1982-04-03,42,M,Casado,Secundaria,,Manufactura,Trujillo,La Libertad,Norte,1469.45,611.98,12026.98,570,Regular,Agencia,137,29/09/2013,10,Activo
1089,DNI,22681594,César,Álvarez,Castro,29/11/1975,49,M,Divorciado,Universitario,Empleado Privado,Agricultura,San Juan de Lurigancho,Lima,Lima y Callao,7917.01,4066.14,133484.52,461,Regular,Referido,132,2014/02/02,1,Activo
1090,DNI,9673979,Diana,Cruz ,González,1987-11-26,37,F,Casado,Postgrado,Empleado Privado,Servicios,Arequipa,Arequipa,Sur,3076.65,1512.58,112362.23,517,Regular,Digital,173,22-09-2010,7,Bloqueado
1091,DNI,67187762,Patricia,Castro,Cruz,13-05-1985,39,F,Casado,Universitario,Estudiante,Manufactura,San Juan de Lurigancho,Lima,Lima y Callao,850.0,522.5,22534.24,528,Regular,Digital,27,2019/12/09,1,Activo
1092,CE,292266678,Adriana,Jiménez,Rodríguez,1974/11/30,50,F,Viudo,Universitario,Independiente,Finanzas,Chimbote,Ancash,Centro,1302.36,660.15,62967.43,572,Regular,Referido,42,2021-07-06,21,Activo
1093,DNI,49935981,Carmen,Rojas,VarGas,20/10/1968,56,F,Soltero,Técnico,Empleado Privado,Salud,Tarapoto,San Martín,Oriente,3369.24,2268.74,132464.27,515,Regular,Digital,138,2013-08-12,23,Activo
1094,DNI,14171657,Víctor,Huanca,Medina,14/08/1976,48,M,Casado,Secundaria,Empleado Privado,Servicios,Chiclayo,Lambayeque,Norte,1935.44,1254.85,107283.41,497,Regular,Campaña Institucional,137,30/09/2013,12,Activo
1095,DNI,50092449,Daniela,Rojas,Jiménez,19-11-2004,20,F,Casado,Secundaria,,Salud,Trujillo,La Libertad,Norte,2496.76,1301.43,104142.19,389,Regular,Digital,135,2013/11/16,10,Inactivo
1096,DNI,50186074,César,López,Cruz,1964-02-22,60,M,Soltero,Universitario,Empleado Privado,Comercio,Los Olivos, Lima ,Lima y Callao,2744.25,1166.9,49948.65,503,Regular,Digital,27,18/04/2022,4,Activo
1097,DNI,730242,Roberto,Rivera ,Cruz,1990-10-05,34,M,Conviviente,Universitario,Empleado Público,Educación,Huancayo,Junín,Centro,1766.49,790.44,25069.04,572,Regular,Agencia,5,2021-07-06,18,Activo
1098,DNI,44695674,Daniela,Morales,Mamani,2004/02/15,20,F,Soltero,Técnico,Empleado Privado,Salud,Cusco,Cusco  ,Sur,-4494.68,1743.77,225033.2,477,Regular,Referido,177,2010/06/16,16,Activo
1099,DNI,58348348,David,Cruz,Ortiz,1997-07-22,27,M,Divorciado,Técnico,Independiente,Transporte,Huancayo,Junín,Centro,973.74,457.48,40971.52,554,Regular,Referido,138,2013/08/10,18,Inactivo
1100,DNI,77587089,Cecilia,Huanca,Reyes,1994-05-31,30,F,Soltero,Secundaria,Estudiante,Otro,Yanahuara,Arequipa,Sur,850.0,548.72,29677.27,529,Regular,Digital,40,2021/09/18,8,Activo
1101,DNI,50450509,ADRIANA,Ortiz,Ramos,1978/09/10,46,F,Soltero,Técnico,Empresario,Salud,Tarapoto,San Martín,Oriente,3366.35,2064.3,201423.79,527,Regular,Agencia,87,2017/10/12,23,Activo
1102,DNI,29545038,Fernando,Gutiérrez,Gómez,1995-03-06,29,M,Conviviente,Secundaria,Independiente,Construcción,Sullana ,Piura,Norte,4543.19,2550.94,200995.43,530,Regular,Agencia,59,2020/01/28,15,Bloqueado
1103,DNI,31279433,Juan,Ramírez,García,1976/08/12,48,M,Divorciado,Universitario,Estudiante,Transporte,Huancayo,Junín,Centro,850.0,329.3,14976.62,590,Regular,Agencia,25,2022/08/13,18,Activo
1104,DNI,74286625,Rosa,Torres,Flores,1983-09-11,41,F,Soltero,Secundaria,Independiente,Transporte, Cayma ,Arequipa,Sur,1011.89,571.06,22553.11,508,Regular,Digital,103,2016/07/05,6,Activo
1105,DNI,19351174,Adriana,Jiménez,Jiménez,1957/08/21,67,FEMENINO,Casado,Técnico,Empleado Privado,Otro,Piura,Piura,Norte,2039.69,827.46,83341.49,494,Regular,Agencia,11,2020/05/05,14,Activo
1106,DNI,21575626,José,Ramírez,Mamani,1978/10/09,46,M,Soltero,Secundaria,Empleado Público,Educación,Yanahuara,Arequipa,Sur,2127.66,881.81,67431.14,459,Regular,Agencia,114,13/08/2015,8,Activo
1107,DNI,3995167,Rodrigo,Romero,Rojas,25-10-1969,55,M,Conviviente,Técnico,Empleado Privado,Comercio,Miraflores,Lima,Lima y Callao,,5777.61,110579.32,533,Regular,Referido,155,2012-03-13,3,Activo
1108,DNI,38880485,Rocío,Flores,Ramírez,1993-01-27,31,F,Conviviente,Secundaria,Independiente,Agricultura,Los Olivos,Lima,Lima y Callao,850.0,436.91,16858.33,482,Regular,Referido,45,2020/04/06,4,Activo
1109,DNI,27557672,Ricardo,Rojas,Ramos,1969-07-11,55,M,Casado,Secundaria,Empleado Privado,Transporte,Cajamarca ,Cajamarca,Norte,3967.95,2370.64,145841.23,510,Regular,Agencia,61,2019-12-25,24,Activo
1110,DNI,10297711,Eduardo,Díaz,Pérez,1990-04-18,34,M,Casado,Técnico,Empresario,Otro,Piura,Piura,Norte,2798.03,1245.12,65910.51,542,Regular,Digital,158,2011/12/29,14,Inactivo
1111,DNI,29108739,Elena,Ramírez,Medina,24-07-1972,52,F,Soltero,Secundaria,Empresario,Tecnología,Cayma,Arequipa,Sur,2440.79,1638.03,46640.4,610,Regular,Agencia,131,26/03/2014,6,Activo
1112,DNI,77074599,Andrés,Romero,Reyes,31/01/1976,48,M,Conviviente,Secundaria,Empleado Público,Manufactura,San Juan de Lurigancho, LimA,Lima y Callao,3861.37,2428.66,53762.76,445,Regular,Agencia,92,2017-06-07,1,Activo
1113,DNI,34502958,Roberto,García,RamÍreZ ,1999-02-11,25,M,Casado,Universitario,Empleado Público,Comercio,Cusco,Cusco,Sur,1732.0,1105.39,35834.84,508,Regular,Agencia,143,15/03/2013,16,Activo
1114,DNI,23688101,Víctor,Reyes,Gutiérrez,1961/06/22,63,M,Conviviente,Universitario,Independiente,Otro,Chimbote,Ancash,Centro,4430.99,2334.94,115627.82,505,Regular,Agencia,18,2022-08-12,21,Activo
1115,DNI,88253208,Andrés,Sánchez,Morales,1995-09-05,29,M,Divorciado,Universitario,Empleado Privado,Servicios,Cayma,ArEqUiPa ,Sur,4749.57,1896.19,172720.9,419,Regular,Telemarketing,39,18/10/2021,6,Activo
1116,DNI,36907894,Silvia,Álvarez,Cruz,1963-06-18,61,F,Casado,Técnico,Empresario,Construcción,Miraflores,Lima,Lima y Callao,5532.17,2522.77,206890.41,628,Regular,Agencia,167,23-03-2011,3,Activo
1117,DNI,89512370,Eduardo,Sánchez,López,16/05/1974,50,M,Casado,Secundaria,Empresario,Servicios,Chiclayo,Lambayeque,Norte,5603.41,2948.29,171198.09,497,Premium,Telemarketing,8,2021/10/06,12,Activo
1118,DNI,19276713,Eduardo,Ramos,Herrera,1987/08/31,37,M,Casado,Universitario,Pensionista,Servicios,Pisco,Ica,Sur,1196.55,615.63,38978.54,482,Regular,Referido,102,2016-08-04,20,Activo
1119,DNI,5573713,Jorge,Castro,Morales,16-03-1990,34,M,Casado,Universitario,Empleado Público,Salud,Chiclayo,Lambayeque,Norte,1855.14,768.21,86437.71,499,Regular,Referido,113,2015/09/03,13,Activo
1120,DNI,66276330,Manuel,Ramírez,Reyes,20/01/2004,20,M,Soltero,Universitario,Independiente,Servicios,Iquitos,Loreto,Oriente,2678.16,1632.51,154473.44,401,Regular,Referido,98,2016/12/11,22,Activo
1121,DNI,64704656,Marco, Gómez,Sánchez,1996/06/30,28,M,Casado,Universitario,Empleado Privado,Finanzas,Chiclayo,Lambayeque,Norte,1095.21,595.39,15179.74,365,Regular,Digital,137,2013/09/07,13,Activo
1122,DNI,63159229,Pablo,Choque,Choque,1999/09/11,25,M,Soltero,Universitario,Empleado Privado,Salud,Iquitos,Loreto,Oriente,1740.81,816.54,33831.33,568,Regular,,155,2012/03/10,22,Activo
1123,DNI,22824718,Gabriela,González ,Martínez,27/08/1989,35,F,Soltero,Secundaria,Empleado Privado,Servicios,El Tambo,Junín,Centro,2947.98,1820.98,128681.52,500,Regular,Digital,25,2022/12/10,19,Activo
1124,DNI,97499799,Mónica,López,Mamani,24-07-1981,43,F,Soltero,Secundaria,Independiente,Construcción,Cajamarca,Cajamarca,Norte,2225.7,1220.27,102188.82,423,Regular,Agencia,134,2013-12-09,24,Activo
1125,CE,617356316,José,Castillo,ÁlvAreZ,1965/07/17,59,M,Soltero,Secundaria,Empleado Público,Finanzas,Iquitos,Loreto,Oriente,4907.46,2013.9,197427.97,445,regular,Digital,27,2022-09-15,22,Inactivo
1126,DNI,93899906,Alejandra,Gómez,Álvarez,17/11/1995,29,F,Casado,Postgrado,Empleado Público,Comercio,Cusco,Cusco,Sur,1700.85,812.37,49914.98,433,Regular,Agencia,144,2013-02-16,16,Activo
1127,DNI,36131798,Paola,González,Castro,1976-05-05,48,F,Casado,Universitario,Empleado Privado,Comercio,Los Olivos,Lima,Lima y Callao,2068.97,1312.78,91389.68,615,Regular,Agencia,100,2016-10-07,4,Activo
1128,CE,399812743,Diego,Rivera,Jiménez,1968/08/16,56,M,Casado,Secundaria,Empleado Público,Transporte,Víctor Larco Herrera,La Libertad,Norte,2541.02,1597.0,86860.07,585,Regular,Referido,178,2010/05/06,11,Inactivo
1129,DNI,21236018,Eduardo,González,Gómez,1969-08-02,55,M,Casado ,Universitario,Independiente,Agricultura,La Esperanza,La Libertad,Norte,1726.16,1141.02,70299.96,461,Regular,Agencia,127,2014-06-30,9,Activo
1130,DNI,79685909,Iván,Ortiz,Vargas,14/09/1982,42,M,Casado,Universitario,Empleado Privado,Transporte,Pisco,Ica,Sur,4382.2,2211.59,211883.77,499,Regular,Telemarketing,63,2019-10-29,20,Activo
1131,DNI,35166811,Rodrigo,Gutiérrez,Martínez,25/03/2001,23,M,Conviviente,Técnico,Estudiante,Finanzas,Tarapoto,San Martín,Oriente,850.0,489.27,45087.97,452,Regular,,28,2019/12/10,23,Inactivo
1132,DNI,24198306,Diego,Ramírez,Torres,1983/05/11,41,M,Casado,Técnico,Independiente,Manufactura,Cayma, arequipa,Sur,9206.48,5580.19,540238.92,423,Regular,Digital,79,2018-07-02,6,Activo
1133,Pasaporte,24350947,Iván,Sánchez,Ramos,17-08-1976,48,M,Casado,Universitario,Empleado Privado,Servicios,La Esperanza,La Libertad,Norte,-6269.78,2977.46,367065.83,-5,Regular,Agencia,40,2021-08-28,9,Activo
1134,DNI,89137054,Luis,Castillo,Álvarez,23-08-1987,37,M,Viudo,Secundaria,Empleado Privado,Transporte, Trujillo ,La Libertad,Norte,3503.75,2231.42,79956.88,513,Regular,Campaña Institucional,127,16-07-2014,10,Activo
